Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
04/30/2018,US,Healthcare Provider,3017,Unauthorized Access/Disclosure,Email,2018
04/27/2018,US,Healthcare Provider,703,Theft,Paper/Films,2018
04/27/2018,US,Healthcare Provider,15995,Hacking/IT Incident,Email,2018
04/27/2018,US,Healthcare Provider,949,Hacking/IT Incident,Email,2018
04/27/2018,US,Business Associate,40621,Unauthorized Access/Disclosure,Network Server,2018
04/27/2018,US,Healthcare Provider,2553,Theft,Laptop,2018
04/27/2018,US,Healthcare Provider,2553,Theft,Laptop,2018
04/26/2018,US,Healthcare Provider,10988,Unauthorized Access/Disclosure,Electronic Medical Record,2018
04/26/2018,US,Health Plan,6200,Hacking/IT Incident,Email,2018
04/26/2018,US,Health Plan,8000,Unauthorized Access/Disclosure,Paper/Films,2018
04/24/2018,US,Healthcare Provider,2889,Hacking/IT Incident,Email,2018
04/23/2018,US,Healthcare Provider,17639,Unauthorized Access/Disclosure,Network Server,2018
04/20/2018,US,Healthcare Provider,501,Theft,Other,2018
04/20/2018,US,Health Plan,839,Unauthorized Access/Disclosure,Paper/Films,2018
04/20/2018,US,Healthcare Provider,4624,Hacking/IT Incident,Email,2018
04/18/2018,US,Healthcare Provider,81550,Hacking/IT Incident,Network Server,2018
04/17/2018,US,Healthcare Provider,11000,Unauthorized Access/Disclosure,Desktop Computer,2018
04/17/2018,US,Healthcare Provider,29528,Hacking/IT Incident,Email,2018
04/17/2018,US,Business Associate,3029,Unauthorized Access/Disclosure,Paper/Films,2018
04/16/2018,US,Business Associate,16429,Hacking/IT Incident,Email,2018
04/16/2018,US,Healthcare Provider,12158,Hacking/IT Incident,Electronic Medical Record,2018
04/16/2018,US,Healthcare Provider,533,Unauthorized Access/Disclosure,Email,2018
04/13/2018,US,Healthcare Provider,3808,Hacking/IT Incident,Email,2018
04/13/2018,US,Health Plan,1717,Unauthorized Access/Disclosure,Email,2018
04/13/2018,US,Business Associate,1776,Hacking/IT Incident,Email,2018
04/13/2018,US,Healthcare Provider,1100,Unauthorized Access/Disclosure,Email,2018
04/12/2018,US,Health Plan,1071,Unauthorized Access/Disclosure,Email,2018
04/11/2018,US,Healthcare Provider,667,Hacking/IT Incident,Network Server,2018
04/10/2018,US,Healthcare Provider,1658,Loss,Other Portable Electronic Device,2018
04/10/2018,US,Health Plan,896,Unauthorized Access/Disclosure,Paper/Films,2018
04/10/2018,US,Health Plan,2431,Unauthorized Access/Disclosure,Paper/Films,2018
04/09/2018,US,Healthcare Provider,4292,Unauthorized Access/Disclosure,Network Server,2018
04/06/2018,US,Health Plan,582174,Theft,Paper/Films,2018
04/06/2018,US,Healthcare Provider,910,Theft,Other Portable Electronic Device,2018
04/06/2018,US,Healthcare Provider,2100,Theft,Other Portable Electronic Device,2018
04/05/2018,US,Healthcare Provider,800,Hacking/IT Incident,Email,2018
04/03/2018,US,Health Plan,779,Theft,Laptop,2018
04/02/2018,US,Healthcare Provider,11552,Unauthorized Access/Disclosure,Paper/Films,2018
04/02/2018,US,Healthcare Provider,1480,Unauthorized Access/Disclosure,Other,2018
04/02/2018,US,Healthcare Provider,2000,Theft,Other Portable Electronic Device,2018
03/30/2018,US,Healthcare Provider,662,Unauthorized Access/Disclosure,Email,2018
03/30/2018,US,Healthcare Provider,11521,Hacking/IT Incident,Email,2018
03/30/2018,US,Healthcare Provider,722,Theft,Laptop,2018
03/30/2018,US,Healthcare Provider,2640,Theft,Laptop,2018
03/29/2018,US,Healthcare Provider,63551,Unauthorized Access/Disclosure,Electronic Medical Record,2018
03/29/2018,US,Healthcare Provider,595,Theft,Laptop,2018
03/28/2018,US,Healthcare Provider,2280,Hacking/IT Incident,Other,2018
03/26/2018,US,Healthcare Provider,741,Unauthorized Access/Disclosure,Other,2018
03/26/2018,US,Healthcare Provider,30799,Unauthorized Access/Disclosure,Email,2018
03/26/2018,US,Healthcare Provider,1600,Unauthorized Access/Disclosure,Paper/Films,2018
03/22/2018,US,Health Plan,34637,Theft,Laptop,2018
03/21/2018,US,Healthcare Provider,1015,Loss,Other Portable Electronic Device,2018
03/21/2018,US,Healthcare Provider,994,Loss,Other Portable Electronic Device,2018
03/21/2018,US,Healthcare Provider,1176,Loss,Other Portable Electronic Device,2018
03/21/2018,US,Healthcare Provider,1922,Loss,Other Portable Electronic Device,2018
03/20/2018,US,Healthcare Provider,670,Hacking/IT Incident,Email,2018
03/16/2018,US,Healthcare Provider,10313,Hacking/IT Incident,Email,2018
03/15/2018,US,Healthcare Provider,3350,Unauthorized Access/Disclosure,Laptop,2018
03/15/2018,US,Health Plan,1755,Unauthorized Access/Disclosure,Paper/Films,2018
03/14/2018,US,Healthcare Provider,1412,Improper Disposal,Other,2018
03/14/2018,US,Healthcare Provider,5207,Hacking/IT Incident,Network Server,2018
03/13/2018,US,Health Plan,13942,Unauthorized Access/Disclosure,Paper/Films,2018
03/12/2018,US,Healthcare Provider,35136,Hacking/IT Incident,Email,2018
03/12/2018,US,Healthcare Provider,1049,Unauthorized Access/Disclosure,Email,2018
03/12/2018,US,Healthcare Provider,15046,Unauthorized Access/Disclosure,Network Server,2018
03/12/2018,US,Healthcare Provider,18436,Unauthorized Access/Disclosure,Network Server,2018
03/09/2018,US,Healthcare Provider,3751,Unauthorized Access/Disclosure,Network Server,2018
03/09/2018,US,Healthcare Provider,1424,Theft,Paper/Films,2018
03/07/2018,US,Healthcare Provider,1070,Unauthorized Access/Disclosure,Electronic Medical Record,2018
03/07/2018,US,Healthcare Provider,1843,Unauthorized Access/Disclosure,Paper/Films,2018
03/01/2018,US,Healthcare Provider,12974,Hacking/IT Incident,Electronic Medical Record,2018
03/01/2018,US,Health Plan,63627,Hacking/IT Incident,Email,2018
02/28/2018,US,Healthcare Provider,1512,Unauthorized Access/Disclosure,Email,2018
02/28/2018,US,Healthcare Provider,134512,Hacking/IT Incident,Network Server,2018
02/28/2018,US,Healthcare Provider,9956,Improper Disposal,Other Portable Electronic Device,2018
02/27/2018,US,Healthcare Provider,864,Hacking/IT Incident,Network Server,2018
02/27/2018,US,Business Associate,18192,Hacking/IT Incident,Network Server,2018
02/27/2018,US,Health Plan,5600,Unauthorized Access/Disclosure,Other,2018
02/27/2018,US,Health Plan,1100,Unauthorized Access/Disclosure,Paper/Films,2018
02/26/2018,US,Health Plan,623,Theft,Laptop,2018
02/26/2018,US,Healthcare Provider,800,Unauthorized Access/Disclosure,Paper/Films,2018
02/22/2018,US,Healthcare Provider,735,Unauthorized Access/Disclosure,Electronic Medical Record,2018
02/21/2018,US,Health Plan,1834,Unauthorized Access/Disclosure,Paper/Films,2018
02/21/2018,US,Healthcare Provider,1000,Unauthorized Access/Disclosure,Other,2018
02/21/2018,US,Healthcare Provider,1882,Hacking/IT Incident,Laptop,2018
02/16/2018,US,Business Associate,5123,Hacking/IT Incident,Email,2018
02/16/2018,US,Health Plan,6550,Hacking/IT Incident,Network Server,2018
02/16/2018,US,Health Plan,70320,Unauthorized Access/Disclosure,Paper/Films,2018
02/05/2018,US,Healthcare Provider,2450,Hacking/IT Incident,Network Server,2018
02/05/2018,US,Health Plan,11248,Unauthorized Access/Disclosure,Paper/Films,2018
02/05/2018,US,Healthcare Provider,544,Loss,Other Portable Electronic Device,2018
02/02/2018,US,Healthcare Provider,6781,Hacking/IT Incident,Email,2018
02/02/2018,US,Healthcare Provider,660,Theft,Other Portable Electronic Device,2018
02/02/2018,US,Health Plan,36305,Unauthorized Access/Disclosure,Paper/Films,2018
02/01/2018,US,Healthcare Provider,925,Hacking/IT Incident,Network Server,2018
02/01/2018,US,Healthcare Provider,1670,Hacking/IT Incident,Email,2018
01/31/2018,US,Healthcare Provider,65930,Hacking/IT Incident,Email,2018
01/26/2018,US,Healthcare Provider,3202,Theft,Laptop,2018
01/26/2018,US,Healthcare Provider,24000,Hacking/IT Incident,Network Server,2018
01/25/2018,US,Healthcare Provider,1123,Improper Disposal,Paper/Films,2018
01/25/2018,US,Healthcare Provider,3677,Theft,Other Portable Electronic Device,2018
01/23/2018,US,Health Plan,634,Unauthorized Access/Disclosure,Paper/Films,2018
01/22/2018,US,Healthcare Provider,4586,Unauthorized Access/Disclosure,Paper/Films,2018
01/22/2018,US,Healthcare Provider,1500,Hacking/IT Incident,Network Server,2018
01/19/2018,US,Healthcare Provider,5228,Hacking/IT Incident,Network Server,2018
01/18/2018,US,Healthcare Provider,1021,Hacking/IT Incident,Electronic Medical Record,2018
01/18/2018,US,Healthcare Provider,4476,Unauthorized Access/Disclosure,Paper/Films,2018
01/15/2018,US,Healthcare Provider,607,Unauthorized Access/Disclosure,Paper/Films,2018
01/12/2018,US,Healthcare Provider,842,Improper Disposal,Paper/Films,2018
01/12/2018,US,Healthcare Provider,917,Unauthorized Access/Disclosure,Electronic Medical Record,2018
01/12/2018,US,Healthcare Provider,53173,Hacking/IT Incident,Email,2018
01/09/2018,US,Healthcare Provider,800,Unauthorized Access/Disclosure,Email,2018
01/08/2018,US,Healthcare Provider,1309,Unauthorized Access/Disclosure,Electronic Medical Record,2018
01/08/2018,US,Healthcare Provider,9387,Loss,Other Portable Electronic Device,2018
01/06/2018,US,Healthcare Provider,1203,Loss,Paper/Films,2018
01/05/2018,US,Health Plan,30000,Hacking/IT Incident,Email,2018
01/05/2018,US,Healthcare Provider,279865,Hacking/IT Incident,Network Server,2018
01/02/2018,US,Healthcare Provider,1050,Theft,Laptop,2018
12/29/2017,US,Healthcare Provider,43000,Theft,Laptop,2017
12/28/2017,US,Healthcare Provider,29579,Unauthorized Access/Disclosure,Electronic Medical Record,2017
12/28/2017,US,Business Associate,554,Hacking/IT Incident,Email,2017
12/27/2017,US,Healthcare Provider,16238,Hacking/IT Incident,Network Server,2017
12/27/2017,US,Healthcare Provider,639,Hacking/IT Incident,Desktop Computer,2017
12/27/2017,US,Business Associate,614,Unauthorized Access/Disclosure,Paper/Films,2017
12/26/2017,US,Health Plan,1843,Unauthorized Access/Disclosure,Email,2017
12/22/2017,US,Health Plan,638,Unauthorized Access/Disclosure,Paper/Films,2017
12/22/2017,US,Healthcare Provider,1272,Loss,Paper/Films,2017
12/21/2017,US,Health Plan,1380,Unauthorized Access/Disclosure,Other,2017
12/20/2017,US,Healthcare Provider,3898,Hacking/IT Incident,Network Server,2017
12/20/2017,US,Healthcare Provider,871,Hacking/IT Incident,Electronic Medical Record,2017
12/19/2017,US,Healthcare Provider,2189,Unauthorized Access/Disclosure,Paper/Films,2017
12/19/2017,US,Healthcare Provider,7583,Hacking/IT Incident,Network Server,2017
12/19/2017,US,Healthcare Provider,1900,Loss,Paper/Films,2017
12/15/2017,US,Healthcare Provider,24000,Unauthorized Access/Disclosure,Email,2017
12/15/2017,US,Healthcare Provider,4600,Theft,Other Portable Electronic Device,2017
12/15/2017,US,Healthcare Provider,2158,Improper Disposal,Paper/Films,2017
12/14/2017,US,Healthcare Provider,1128,Hacking/IT Incident,Network Server,2017
12/14/2017,US,Healthcare Provider,500,Theft,Laptop,2017
12/14/2017,US,Health Plan,4389,Hacking/IT Incident,Email,2017
12/12/2017,US,Healthcare Provider,1160,Hacking/IT Incident,Email,2017
12/12/2017,US,Healthcare Provider,1205,Hacking/IT Incident,Network Server,2017
12/11/2017,US,Healthcare Provider,1279,Unauthorized Access/Disclosure,Paper/Films,2017
12/09/2017,US,Healthcare Provider,22000,Loss,Paper/Films,2017
12/08/2017,US,Healthcare Provider,557,Unauthorized Access/Disclosure,Paper/Films,2017
12/08/2017,US,Healthcare Provider,27113,Theft,Desktop Computer,2017
12/08/2017,US,Healthcare Provider,836,Unauthorized Access/Disclosure,Email,2017
12/07/2017,US,Healthcare Provider,7221,Hacking/IT Incident,Network Server,2017
12/07/2017,US,Healthcare Provider,2620,Hacking/IT Incident,Network Server,2017
12/06/2017,US,Healthcare Provider,1750,Hacking/IT Incident,Network Server,2017
12/05/2017,US,Healthcare Provider,8256,Hacking/IT Incident,Email,2017
12/05/2017,US,Healthcare Provider,650,Unauthorized Access/Disclosure,Email,2017
12/05/2017,US,Health Plan,47000,Hacking/IT Incident,Network Server,2017
12/01/2017,US,Healthcare Provider,11347,Hacking/IT Incident,Email,2017
12/01/2017,US,Healthcare Provider,43563,Hacking/IT Incident,Email,2017
12/01/2017,US,Healthcare Provider,4145,Theft,Other Portable Electronic Device,2017
12/01/2017,US,Healthcare Provider,3280,Hacking/IT Incident,Network Server,2017
11/28/2017,US,Healthcare Provider,16474,Hacking/IT Incident,Network Server,2017
11/28/2017,US,Healthcare Provider,2146,Unauthorized Access/Disclosure,Paper/Films,2017
11/27/2017,US,Healthcare Provider,652,Loss,Other Portable Electronic Device,2017
11/27/2017,US,Healthcare Provider,32000,Hacking/IT Incident,Electronic Medical Record,2017
11/22/2017,US,Healthcare Provider,1303,Theft,Paper/Films,2017
11/21/2017,US,Healthcare Provider,880,Hacking/IT Incident,Email,2017
11/21/2017,US,Health Plan,5764,Unauthorized Access/Disclosure,Network Server,2017
11/17/2017,US,Healthcare Provider,120259,Hacking/IT Incident,Email,2017
11/17/2017,US,Healthcare Provider,500,Theft,Laptop,2017
11/17/2017,US,Healthcare Provider,9500,Hacking/IT Incident,Email,2017
11/16/2017,US,Healthcare Provider,909,Theft,Laptop,2017
11/16/2017,US,Healthcare Provider,515,Unauthorized Access/Disclosure,Email,2017
11/15/2017,US,Healthcare Provider,1208,Hacking/IT Incident,Email,2017
11/14/2017,US,Healthcare Provider,8800,Hacking/IT Incident,Network Server,2017
11/13/2017,US,Healthcare Provider,1850,Improper Disposal,Paper/Films,2017
11/10/2017,US,Healthcare Provider,769,Unauthorized Access/Disclosure,Electronic Medical Record,2017
11/10/2017,US,Healthcare Provider,1551,Theft,Paper/Films,2017
11/08/2017,US,Healthcare Provider,501,Theft,Paper/Films,2017
11/08/2017,US,Health Plan,1600,Unauthorized Access/Disclosure,Paper/Films,2017
11/03/2017,US,Healthcare Provider,1399,Improper Disposal,Paper/Films,2017
11/03/2017,US,Healthcare Provider,8450,Unauthorized Access/Disclosure,Paper/Films,2017
11/03/2017,US,Healthcare Provider,12172,Improper Disposal,Other Portable Electronic Device,2017
10/31/2017,US,Business Associate,8750,Hacking/IT Incident,Network Server,2017
10/27/2017,US,Health Plan,932,Unauthorized Access/Disclosure,Email,2017
10/27/2017,US,Health Plan,939,Unauthorized Access/Disclosure,Paper/Films,2017
10/27/2017,US,Healthcare Provider,4624,Hacking/IT Incident,Network Server,2017
10/27/2017,US,Healthcare Provider,727,Unauthorized Access/Disclosure,Network Server,2017
10/26/2017,US,Healthcare Provider,1716,Unauthorized Access/Disclosure,Email,2017
10/25/2017,US,Healthcare Provider,2898,Hacking/IT Incident,Email,2017
10/24/2017,US,Healthcare Provider,683,Unauthorized Access/Disclosure,Electronic Medical Record,2017
10/24/2017,US,Healthcare Provider,7976,Theft,Desktop Computer,2017
10/23/2017,US,Health Plan,1506,Unauthorized Access/Disclosure,Network Server,2017
10/21/2017,US,Healthcare Provider,689,Hacking/IT Incident,Electronic Medical Record,2017
10/20/2017,US,Health Plan,720,Unauthorized Access/Disclosure,Paper/Films,2017
10/20/2017,US,Healthcare Provider,719,Loss,Paper/Films,2017
10/20/2017,US,Health Plan,820,Hacking/IT Incident,Email,2017
10/19/2017,US,Business Associate,664,Unauthorized Access/Disclosure,Email,2017
10/19/2017,US,Healthcare Provider,1915,Theft,Other Portable Electronic Device,2017
10/17/2017,US,Healthcare Provider,1469,Unauthorized Access/Disclosure,Network Server,2017
10/16/2017,US,Healthcare Provider,1551,Unauthorized Access/Disclosure,Electronic Medical Record,2017
10/13/2017,US,Healthcare Provider,5806,Theft,Laptop,2017
10/13/2017,US,Healthcare Provider,836,Theft,Paper/Films,2017
10/12/2017,US,Healthcare Provider,1617,Hacking/IT Incident,Network Server,2017
10/12/2017,US,Healthcare Provider,2493,Unauthorized Access/Disclosure,Other,2017
10/09/2017,US,Healthcare Provider,1300,Hacking/IT Incident,Email,2017
10/09/2017,US,Healthcare Provider,550,Unauthorized Access/Disclosure,Network Server,2017
10/06/2017,US,Health Plan,1715,Hacking/IT Incident,Network Server,2017
10/03/2017,US,Healthcare Provider,16562,Hacking/IT Incident,Email,2017
10/02/2017,US,Healthcare Provider,1200,Unauthorized Access/Disclosure,Other,2017
09/29/2017,US,Health Plan,6231,Unauthorized Access/Disclosure,Paper/Films,2017
09/29/2017,US,Health Plan,12789,Hacking/IT Incident,Network Server,2017
09/28/2017,US,Healthcare Provider,10500,Unauthorized Access/Disclosure,Paper/Films,2017
09/27/2017,US,Healthcare Provider,8352,Hacking/IT Incident,Electronic Medical Record,2017
09/26/2017,US,Healthcare Provider,653,Unauthorized Access/Disclosure,Other,2017
09/26/2017,US,Healthcare Provider,1069,Hacking/IT Incident,Network Server,2017
09/25/2017,US,Healthcare Provider,1359,Unauthorized Access/Disclosure,Email,2017
09/24/2017,US,Healthcare Provider,128000,Hacking/IT Incident,Network Server,2017
09/22/2017,US,Healthcare Provider,1140,Unauthorized Access/Disclosure,Electronic Medical Record,2017
09/20/2017,US,Healthcare Provider,3275,Loss,Laptop,2017
09/20/2017,US,Healthcare Provider,13004,Theft,Paper/Films,2017
09/19/2017,US,Healthcare Provider,1969,Unauthorized Access/Disclosure,Electronic Medical Record,2017
09/18/2017,US,Healthcare Provider,939,Unauthorized Access/Disclosure,Email,2017
09/18/2017,US,Health Plan,1594,Theft,Laptop,2017
09/18/2017,US,Healthcare Provider,1800,Hacking/IT Incident,Network Server,2017
09/16/2017,US,Healthcare Provider,1081,Unauthorized Access/Disclosure,Other,2017
09/15/2017,US,Healthcare Provider,6109,Hacking/IT Incident,Email,2017
09/15/2017,US,Health Plan,26000,Unauthorized Access/Disclosure,Email,2017
09/15/2017,US,Health Plan,6119,Unauthorized Access/Disclosure,Email,2017
09/15/2017,US,Healthcare Provider,66000,Hacking/IT Incident,Email,2017
09/15/2017,US,Healthcare Provider,876,Unauthorized Access/Disclosure,Other,2017
09/13/2017,US,Healthcare Provider,763,Unauthorized Access/Disclosure,Other,2017
09/12/2017,US,Healthcare Provider,1697,Theft,Laptop,2017
09/11/2017,US,Healthcare Provider,28012,Hacking/IT Incident,Email,2017
09/08/2017,US,Healthcare Provider,3370,Hacking/IT Incident,Email,2017
09/08/2017,US,Health Plan,51232,Hacking/IT Incident,Email,2017
09/08/2017,US,Health Plan,609,Unauthorized Access/Disclosure,Email,2017
09/08/2017,US,Healthcare Provider,1074,Unauthorized Access/Disclosure,Email,2017
09/07/2017,US,Healthcare Provider,1000,Unauthorized Access/Disclosure,Paper/Films,2017
09/07/2017,US,Health Plan,517,Unauthorized Access/Disclosure,Other,2017
09/07/2017,US,Health Plan,2000,Hacking/IT Incident,Network Server,2017
